Time,RTx,RTy,RTz,LTx,LTy,LTz,Px,Py,Pz,Tx,Ty,Tz
0,0.523485124,-0.687074244,-1.439584136,-2.159376144,0.196306944,1.210559368,1.112406015,0.523485124,-0.065435641,1.014252543,0.03271782,0.32717824
0.00675,1.537737727,-4.809519768,-4.318752289,-1.864915967,0.261742562,1.079688072,1.079688072,0.621638596,0.294460386,0.916099012,0.098153472,0.458049506
0.0135,-1.96306932,-6.576282501,-4.973108768,-1.701326728,0.294460386,1.079688072,1.079688072,0.65435648,0.785227776,0.81794554,0.16358912,0.687074244
0.02025,-5.987361431,3.042757511,-0.229024753,-1.766762376,0.458049506,1.112406015,0.948816895,0.32717824,1.112406015,0.687074244,0.196306944,0.81794554
0.027,-3.108193159,5.791054249,2.486554384,-1.995787144,0.523485124,1.046970248,0.719792068,0.130871281,1.145123839,0.458049506,0.196306944,1.014252543
0.03375,-0.556203008,0.523485124,0.130871281,-2.061222792,0.65435648,1.145123839,0.425331682,0.196306944,1.243277192,0.130871281,0.229024753,1.374148488
0.0405,1.145123839,-0.49076733,-0.916099012,-1.701326728,0.785227776,1.243277192,-0.392613888,0.229024753,1.864915967,-0.098153472,0.196306944,2.192094088
0.04725,0.359896034,0.556203008,-0.883381188,-1.341430664,0.752509892,1.243277192,-3.5989604,1.177841544,2.093940496,-1.603173375,0.130871281,2.551990271
0.054,0.32717824,0,-1.734044552,-1.177841544,0.65435648,1.275995135,-7.263356209,0.261742562,-0.81794554,-4.057010174,0.261742562,1.7994802
0.06075,0.359896034,0.130871281,-1.308712959,-0.916099012,0.621638596,1.275995135,-2.748296976,-0.261742562,0.229024753,-4.645930767,0.850663364,1.014252543
0.0675,-0.32717824,-0.03271782,-0.65435648,-0.621638596,0.719792068,1.177841544,-1.079688072,1.079688072,0.850663364,-3.010039568,1.275995135,0.719792068
0.07425,-0.98153466,-0.392613888,-0.523485124,-0.32717824,0.948816895,0.98153466,-1.570455551,-0.03271782,0.65435648,-0.883381188,1.406866312,0.948816895
0.081,-1.210559368,-0.458049506,-0.65435648,-0.03271782,1.177841544,0.883381188,-1.734044552,-0.916099012,0.621638596,0.523485124,0.98153466,1.308712959
0.08775,-1.046970248,-0.523485124,-0.687074244,0.229024753,1.308712959,0.752509892,-1.439584136,-0.49076733,0.687074244,0.130871281,0.687074244,1.7994802
0.0945,-0.752509892,-0.556203008,-0.556203008,0.458049506,1.374148488,0.621638596,-0.916099012,0.098153472,0.588920772,-0.458049506,0.621638596,2.028505087
0.10125,-0.81794554,-0.425331682,-0.556203008,0.556203008,1.47230196,0.49076733,-0.850663364,0.130871281,0.359896034,-0.65435648,0.523485124,2.028505087
0.108,-1.079688072,-0.32717824,-0.49076733,0.65435648,1.439584136,0.392613888,-0.850663364,-0.32717824,0.229024753,-0.556203008,0.425331682,1.864915967
0.11475,-1.47230196,-0.294460386,-0.359896034,0.687074244,1.275995135,0.32717824,-0.98153466,-0.556203008,0.16358912,-0.392613888,0.392613888,1.668608904
0.1215,-1.832198024,-0.16358912,-0.229024753,0.621638596,1.079688072,0.294460386,-1.243277192,-0.458049506,0.098153472,-0.196306944,0.392613888,1.47230196
0.12825,-2.12665844,-0.196306944,-0.16358912,0.425331682,0.916099012,0.261742562,-1.439584136,-0.261742562,0,-0.16358912,0.392613888,1.275995135
0.135,-2.355683088,-0.098153472,0.16358912,0.261742562,0.752509892,0.229024753,-1.374148488,0,0.03271782,-0.229024753,0.425331682,1.112406015
