Time,RTx,RTy,RTz,LTx,LTy,LTz,Px,Py,Pz,Tx,Ty,Tz
0,0.359896034,-0.03271782,-2.617425919,-3.337217808,0,0.621638596,0.458049506,0.948816895,0.03271782,1.243277192,0,0.196306944
0.00675,-0.425331682,-0.229024753,-1.439584136,-2.94460392,-0.098153472,0.621638596,0.392613888,0.687074244,0.130871281,1.145123839,0.065435641,0.16358912
0.0135,-1.275995135,-0.03271782,0.359896034,-2.715579271,-0.261742562,0.588920772,0.261742562,0.523485124,0.523485124,1.014252543,0.130871281,0.16358912
0.02025,-2.061222792,-0.098153472,2.519272327,-2.551990271,-0.359896034,0.687074244,0.065435641,0.425331682,0.81794554,0.785227776,0.130871281,0.196306944
0.027,-3.27178216,0.03271782,4.155163288,-2.421118736,-0.359896034,0.81794554,-0.16358912,0.32717824,1.374148488,0.49076733,0.065435641,0.294460386
0.03375,-4.187880993,-3.239064455,-0.752509892,-2.257529736,-0.196306944,1.014252543,-0.523485124,0,2.12665844,0.03271782,-0.098153472,0.621638596
0.0405,-4.645930767,-3.5989604,-5.725618839,-2.093940496,0,1.210559368,-1.406866312,-0.16358912,3.108193159,-0.621638596,-0.261742562,1.145123839
0.04725,-6.216386318,2.093940496,-3.827985287,-1.995787144,0.261742562,1.275995135,-4.515059471,0.948816895,2.519272327,-1.701326728,-0.16358912,1.603173375
0.054,-4.711366177,8.670222282,1.243277192,-1.930351615,0.392613888,1.341430664,-5.267569542,0.81794554,0.359896034,-2.94460392,0.556203008,1.668608904
0.06075,-0.458049506,5.692901134,-0.81794554,-1.766762376,0.621638596,1.308712959,-1.243277192,1.079688072,0.588920772,-2.977321625,1.275995135,1.505019784
0.0675,0.883381188,-1.308712959,-1.668608904,-1.014252543,1.177841544,1.177841544,-0.687074244,0.03271782,0.883381188,-1.63589108,1.864915967,1.406866312
0.07425,1.112406015,-3.20634675,-1.930351615,0.785227776,1.046970248,1.046970248,-0.948816895,-1.537737727,0.687074244,0.098153472,2.028505087,1.832198024
0.081,0.719792068,0.03271782,-0.03271782,4.089727879,-0.752509892,1.079688072,-0.948816895,-2.519272327,0.458049506,0.948816895,1.96306932,2.388401031
0.08775,1.505019784,-1.63589108,0.065435641,6.445411205,-0.719792068,1.112406015,-0.883381188,-2.617425919,0.32717824,0.719792068,1.63589108,2.322965384
0.0945,0.229024753,-2.551990271,-0.03271782,4.744084358,0.294460386,1.243277192,-0.98153466,-1.995787144,0.16358912,0.03271782,1.439584136,2.12665844
0.10125,-1.570455551,0.196306944,0.16358912,2.290247679,0.523485124,1.439584136,-1.47230196,-1.439584136,0.130871281,-0.621638596,1.374148488,2.093940496
0.108,-1.995787144,0.49076733,-0.229024753,0.458049506,0.098153472,1.439584136,-1.995787144,-0.850663364,0.261742562,-1.243277192,1.275995135,2.12665844
0.11475,0.785227776,-1.243277192,-0.916099012,0.196306944,-0.588920772,1.210559368,-2.617425919,0.16358912,0.16358912,-1.7994802,1.177841544,2.061222792
0.1215,0.588920772,-1.341430664,-0.948816895,0.687074244,-0.359896034,0.948816895,-2.94460392,0.81794554,-0.16358912,-1.995787144,1.145123839,1.897633791
0.12825,-0.196306944,-1.406866312,-0.359896034,1.145123839,0.49076733,0.850663364,-2.12665844,0.916099012,-0.229024753,-1.63589108,1.145123839,1.897633791
