"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",2,-8.07287693,-4.842237473,-7.3615098,-6.020079136,-8.15344429,-7.394227505,-5.692901134,-7.165203094,-7.557816982,-7.525099277,-7.525099277,-7.72140646,-7.001613617,-7.557816982,-6.805306911
"POST",3,-7.879514694,-4.122445583,-7.165203094,-7.230638504,-8.137331009,-7.328792095,-5.300287247,-7.132484913,-6.2491045,-7.688688278,-7.655970573,-7.590535164,-6.805306911,-7.263356209,-6.576282501
"POST",4,-8.040649414,-4.220599174,-6.870742798,-7.132484913,-8.137331009,-7.459663868,-5.463876247,-7.459663868,-6.2491045,-7.623252869,-7.754124165,-7.296073914,-6.772589207,-7.459663868,-7.132484913
"POST",5,-7.847287655,-4.318752289,-7.557816982,-6.739871502,-8.008422852,-7.3615098,-6.085515022,-6.576282501,-6.281822205,-7.72140646,-7.525099277,-6.968895912,-7.296073914,-6.936178207,-7.034331799
"POST",6,-8.024536133,-5.431158543,-7.034331799,-6.805306911,-8.040649414,-6.968895912,-5.365722656,-7.034331799,-6.379975319,-7.688688278,-7.754124165,-7.754124165,-7.230638504,-7.492381573,-7.034331799
"POST",7,-7.99230957,-4.580495358,-7.426946163,-6.445411205,-8.169557571,-7.328792095,-5.529312134,-7.132484913,-7.296073914,-7.525099277,-7.525099277,-7.754124165,-7.492381573,-7.688688278,-6.379975319
"POST",8,-8.056763649,-4.122445583,-6.936178207,-7.459663868,-8.169557571,-7.197920799,-5.594747543,-7.067049503,-6.281822205,-7.754124165,-7.786841869,-7.95043087,-6.936178207,-7.72140646,-7.197920799
"POST",9,-7.976195812,-4.515059471,-7.132484913,-6.968895912,-8.169557571,-7.328792095,-5.496593952,-7.492381573,-6.641717911,-7.72140646,-7.72140646,-6.870742798,-6.772589207,-7.557816982,-7.459663868
"POST",10,-7.927855492,-4.253316879,-7.001613617,-6.739871502,-8.169557571,-7.394227505,-5.038544655,-7.197920799,-6.54356432,-7.590535164,-7.623252869,-7.819559574,-5.921925545,-7.426946163,-6.739871502
"POST",11,-8.056763649,-4.547777176,-7.426946163,-5.529312134,-8.169557571,-7.132484913,-5.856490135,-6.47812891,-7.197920799,-7.688688278,-7.72140646,-7.917713165,-6.379975319,-7.459663868,-6.870742798
"POST",12,-7.670039177,-4.351469994,-7.132484913,-6.085515022,-8.15344429,-7.165203094,-5.333004951,-6.968895912,-5.725618839,-7.296073914,-7.525099277,-7.95043087,-7.426946163,-7.230638504,-7.067049503
"POST",13,-7.895627975,-4.547777176,-7.296073914,-6.739871502,-8.105104446,-7.197920799,-5.758336544,-6.870742798,-5.88920784,-7.688688278,-7.655970573,-7.819559574,-7.3615098,-7.557816982,-7.394227505
"POST",14,-7.943968773,-4.449624062,-7.067049503,-6.707153797,-8.105104446,-7.459663868,-5.07126236,-7.230638504,-6.281822205,-7.426946163,-7.328792095,-7.917713165,-7.394227505,-7.557816982,-7.197920799
"POST",15,-7.927855492,-5.95464325,-7.394227505,-6.739871502,-8.105104446,-7.557816982,-5.594747543,-7.394227505,-7.3615098,-7.590535164,-7.852277279,-7.754124165,-6.445411205,-7.328792095,-6.641717911
"POST",16,-7.847287655,-4.907673359,-6.576282501,-6.968895912,-8.056763649,-7.426946163,-5.463876247,-6.739871502,-6.968895912,-7.655970573,-7.786841869,-8.01586628,-7.001613617,-7.492381573,-7.296073914
"POST",17,-7.943968773,-5.103980541,-7.525099277,-6.936178207,-8.15344429,-7.034331799,-5.07126236,-6.314539909,-6.510846615,-7.492381573,-7.754124165,-7.590535164,-6.739871502,-7.034331799,-6.510846615
"POST",18,-7.976195812,-4.057010174,-7.459663868,-5.95464325,-8.169557571,-7.132484913,-5.333004951,-7.525099277,-6.314539909,-7.786841869,-7.884995461,-8.048583984,-6.674435616,-7.230638504,-7.263356209
"POST",19,-8.088990211,-4.678648472,-6.870742798,-6.772589207,-8.169557571,-7.132484913,-5.692901134,-6.903460503,-6.183668613,-7.525099277,-7.819559574,-7.426946163,-6.870742798,-7.72140646,-6.739871502
"POST",20,-7.960082054,-4.155163288,-7.3615098,-6.183668613,-8.137331009,-6.903460503,-5.202133656,-7.328792095,-6.772589207,-7.3615098,-7.786841869,-7.983148575,-6.805306911,-7.001613617,-6.707153797
"POST",21,-7.927855492,-5.725618839,-7.394227505,-6.641717911,-8.169557571,-7.230638504,-5.267569542,-6.674435616,-7.688688278,-7.3615098,-7.296073914,-7.132484913,-7.099767208,-7.197920799,-7.328792095
"POST",22,-8.024536133,-5.758336544,-7.459663868,-6.347257614,-8.169557571,-7.328792095,-5.692901134,-7.296073914,-6.674435616,-7.623252869,-7.623252869,-7.623252869,-7.165203094,-7.426946163,-6.968895912
"POST",23,-8.008422852,-4.384188175,-7.263356209,-6.674435616,-8.169557571,-7.034331799,-5.267569542,-7.165203094,-6.020079136,-7.263356209,-7.754124165,-7.884995461,-6.707153797,-7.655970573,-6.674435616
"POST",24,-7.911741734,-4.711366177,-7.3615098,-7.132484913,-8.137331009,-7.426946163,-5.529312134,-6.838024616,-7.263356209,-6.936178207,-7.754124165,-7.688688278,-7.197920799,-7.132484913,-7.3615098
"POST",25,-7.943968773,-4.580495358,-7.197920799,-5.95464325,-8.105104446,-7.459663868,-5.365722656,-7.067049503,-7.067049503,-7.459663868,-7.623252869,-7.459663868,-6.903460503,-7.688688278,-7.099767208
"POST",26,-8.024536133,-5.169415951,-7.296073914,-6.510846615,-8.105104446,-7.165203094,-5.038544655,-7.263356209,-5.921925545,-7.525099277,-7.819559574,-7.917713165,-6.968895912,-7.067049503,-6.936178207
"POST",27,-8.024536133,-4.187880993,-7.165203094,-7.263356209,-8.121217728,-7.099767208,-5.234851837,-6.936178207,-6.838024616,-7.525099277,-7.492381573,-7.557816982,-7.165203094,-6.903460503,-7.001613617
"POST",28,-7.863401413,-5.267569542,-6.838024616,-6.707153797,-8.024536133,-7.623252869,-5.758336544,-7.296073914,-6.609000206,-7.557816982,-7.754124165,-7.786841869,-5.856490135,-7.72140646,-7.3615098
"POST",29,-7.653925419,-4.678648472,-7.394227505,-6.576282501,-8.15344429,-7.296073914,-5.496593952,-7.132484913,-7.001613617,-7.819559574,-7.557816982,-7.426946163,-7.230638504,-7.590535164,-7.328792095
"POST",30,-7.879514694,-5.038544655,-7.034331799,-6.674435616,-8.169557571,-7.426946163,-5.791054249,-7.3615098,-6.805306911,-7.426946163,-7.72140646,-7.72140646,-6.445411205,-7.328792095,-7.655970573
"POST",31,-8.07287693,-4.057010174,-7.296073914,-6.445411205,-8.185671806,-7.034331799,-5.496593952,-7.3615098,-7.165203094,-7.263356209,-7.852277279,-7.95043087,-6.379975319,-7.328792095,-7.426946163
"POST",32,-8.008422852,-4.449624062,-7.067049503,-5.88920784,-8.185671806,-7.459663868,-5.823771954,-7.590535164,-7.230638504,-7.492381573,-7.394227505,-7.165203094,-6.183668613,-7.197920799,-7.132484913
"POST",33,-7.960082054,-4.449624062,-7.067049503,-7.197920799,-8.169557571,-7.459663868,-5.562029839,-7.426946163,-5.823771954,-7.525099277,-7.623252869,-7.917713165,-7.197920799,-7.197920799,-7.197920799
"POST",34,-7.943968773,-6.118233204,-6.772589207,-5.921925545,-8.169557571,-7.3615098,-5.300287247,-6.54356432,-7.197920799,-7.3615098,-7.72140646,-7.819559574,-6.936178207,-7.394227505,-7.296073914
"POST",35,-7.911741734,-4.907673359,-7.067049503,-7.230638504,-8.169557571,-7.001613617,-5.987361431,-7.099767208,-6.936178207,-7.459663868,-7.819559574,-7.917713165,-6.54356432,-7.132484913,-6.903460503
"POST",36,-8.07287693,-4.842237473,-7.557816982,-6.2491045,-8.169557571,-7.328792095,-5.692901134,-6.609000206,-7.067049503,-7.72140646,-7.132484913,-8.048583984,-7.099767208,-7.099767208,-7.394227505
"POST",37,-7.976195812,-5.987361431,-7.132484913,-6.870742798,-8.088990211,-7.230638504,-5.267569542,-6.54356432,-6.674435616,-7.655970573,-7.590535164,-7.754124165,-5.365722656,-7.426946163,-7.590535164
"POST",38,-7.782833576,-4.384188175,-6.838024616,-6.216386318,-8.008422852,-7.263356209,-5.594747543,-6.903460503,-6.54356432,-7.230638504,-7.819559574,-7.786841869,-7.099767208,-7.459663868,-6.968895912
"POST",39,-7.734493256,-6.739871502,-7.099767208,-5.463876247,-8.121217728,-7.492381573,-5.463876247,NA,-6.609000206,-7.590535164,-7.230638504,-7.786841869,-6.739871502,-7.099767208,-7.099767208
"POST",40,-7.927855492,-5.103980541,-7.459663868,-6.510846615,-8.137331009,-7.394227505,-6.2491045,NA,-7.328792095,-7.557816982,-7.525099277,-7.819559574,-6.347257614,-7.263356209,-6.707153797
"POST",41,-8.056763649,-4.842237473,-7.197920799,-6.772589207,-8.088990211,-7.001613617,-5.07126236,NA,-6.216386318,-7.492381573,-7.884995461,-7.655970573,-6.576282501,-7.067049503,-7.197920799
"POST",42,-8.056763649,-5.365722656,-7.426946163,-6.609000206,-8.15344429,-7.067049503,-5.791054249,NA,-6.445411205,-7.426946163,-7.754124165,-7.426946163,-6.412693501,-6.870742798,-7.296073914
"POST",43,-7.99230957,-4.057010174,-7.394227505,-7.3615098,-8.040649414,-7.099767208,-5.660182953,NA,-6.838024616,-7.099767208,-7.328792095,-6.903460503,-7.099767208,-7.525099277,-7.099767208
"POST",44,-7.879514694,-6.47812891,-7.263356209,-5.921925545,-8.15344429,-6.576282501,-5.398440838,NA,-6.739871502,-7.688688278,-7.819559574,-8.01586628,-6.674435616,-7.328792095,-7.263356209
"POST",45,-7.943968773,-4.645930767,-7.296073914,-7.034331799,-8.15344429,-7.3615098,-5.333004951,NA,-7.067049503,-7.230638504,-7.525099277,-7.296073914,-7.132484913,-7.296073914,-7.165203094
"POST",46,-7.782833576,-5.594747543,-7.296073914,-6.281822205,-8.15344429,NA,-5.496593952,NA,-7.296073914,-7.394227505,-7.459663868,-7.394227505,-6.216386318,-6.674435616,-7.230638504
"POST",47,-8.008422852,-5.038544655,-7.296073914,-6.347257614,-8.137331009,NA,-5.758336544,NA,-7.001613617,-7.557816982,-7.525099277,-7.623252869,-6.838024616,-7.165203094,-6.903460503
"POST",48,-7.653925419,NA,-7.394227505,NA,-8.169557571,NA,-5.791054249,NA,-6.968895912,-7.525099277,-7.328792095,-7.72140646,-6.47812891,-6.772589207,NA
"POST",49,NA,NA,-6.609000206,NA,-8.169557571,NA,-5.856490135,NA,NA,-7.557816982,-7.819559574,-7.72140646,-6.903460503,-7.099767208,NA
