"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",20,-463.1204788,-358.6887408,-193.8858117,-780.39041,-794.943918,-319.9115957,-397.4659411,-833.7090118,-1027.594793,-707.6832433,-736.7660994,-630.128931,-615.5874235,-382.9245042,-256.8986959
"POST",21,-389.116683,-368.383032,-184.1915204,-780.39041,-661.2596428,-237.5101179,-329.6058494,-697.9889526,-853.0975943,-610.7403706,-634.9760943,-673.7532946,-479.8674343,-252.0515591,-256.8986959
"POST",22,-415.3761156,-368.383032,-237.5101311,-770.6961364,-1071.861349,-382.9244777,-281.1344152,-727.0718258,-940.3462155,-761.0018451,-697.9889162,-896.7218961,-542.8802733,-402.313069,-252.0515702
"POST",23,-405.827213,-397.465919,-281.1344285,-649.5174782,-699.4551298,-407.160197,-256.8986993,-513.7973831,-1134.23197,-761.0018451,-799.7790101,-857.9447576,-533.1860362,-315.064439,-334.4530127
"POST",24,-379.5677936,-412.0073426,-189.0386705,-756.1546289,-1248.515583,-300.523011,-416.8545147,-717.3774992,-988.8176364,-785.2375733,-862.7917796,-1163.314914,-770.6960702,-344.1473039,-252.0515724
"POST",25,-401.052755,-412.0073426,-227.8158266,-857.944687,-904.7559874,-232.6629855,-363.5359041,-712.5303536,-950.0404715,-785.2375733,-688.2946255,-959.7347627,-1153.620694,-431.3959251,-300.5230154
"POST",26,-350.9212048,-353.8416128,-189.0386661,-857.944687,-744.8123502,-412.0073559,-339.3001583,-722.2246625,-1279.646374,-814.3204293,-741.6132627,-862.7918679,-780.39041,-470.1730879,-310.2173017
"POST",27,-410.6016709,-538.0331465,-174.4972336,-765.8489466,-797.3311691,-431.395956,-358.6887584,-746.4603906,-1109.996242,-814.3204293,-707.6831903,-654.3645708,-1240.869191,-319.9115979,-315.0644611
"POST",28,-520.4137359,-538.0331465,-169.6500836,-731.9189714,-840.301103,-242.3572767,-344.1473216,-688.2946255,-1303.882084,-736.7661259,-761.0018319,-819.1675926,-601.0460308,-358.6887717,-315.0644611
"POST",29,-429.6993968,-426.5487883,-271.4401372,-518.6446346,-1074.248567,-290.8287285,-475.0202357,-785.2375556,-1066.371878,-833.7090295,-639.8231869,-940.3462685,-504.1031095,-310.2172934,-271.4401196
"POST",30,-467.8949633,-479.8673814,-281.1344108,-547.7274642,-630.2258449,-412.0073603,-281.1344329,-780.3903747,-1245.716372,-833.7090295,-761.0018451,-920.957633,-455.6317239,-266.5930048,-271.4401196
"POST",31,-429.6994233,-479.8673814,-189.0386749,-756.1546642,-506.090415,-242.3572723,-324.7587391,-785.2375733,-1362.047796,-688.2946343,-668.9060342,-891.8747328,-455.6317239,-247.2044091,-256.8987004
"POST",32,-455.9588206,-412.0073691,-252.0515636,-756.1546642,-759.1356578,-363.5359041,-484.714527,-538.0331377,-1245.716319,-756.1546819,-877.3333048,-833.7089765,-668.9060783,-373.2301776,-247.2044091
"POST",33,-460.7332653,-518.644564,-179.344388,-634.9760634,-940.5642918,-324.7587391,-344.1473216,-494.4088359,-1013.053418,-756.1546819,-722.224636,-824.0147007,-484.7145623,-227.8158354,-252.0515558
"POST",34,-444.0227839,-518.644564,-174.4972413,-664.0588841,-699.4551563,-353.8416084,-373.2301953,-538.0331288,-1109.99633,-673.7531886,-775.5432997,-1090.607765,-916.1104433,-319.9115758,-276.2873011
"POST",35,-501.3159791,-441.090234,-174.4972413,-664.0588841,-687.519049,-450.7845032,-348.9944672,-799.7789748,-935.4990876,-523.4916743,-712.5303315,-891.8747637,-523.4917626,-305.3701566,-285.9815741
"POST",36,-377.180611,-426.5487972,-164.8029424,-620.4346574,-1150.639541,-445.9373885,-256.898718,-751.3074921,-1197.244916,-567.1159827,-712.5303315,-819.1676103,-993.6647997,-285.9815829,-392.618769
"POST",37,-420.1505394,-397.4659146,-179.3443704,-862.7919385,-565.7709164,-581.6574571,-412.0073603,-620.4346044,-1245.716337,-770.6961187,-654.3646238,-751.3075357,-552.5745635,-363.5358996,-392.618769
"POST",38,-539.5114838,-416.8544971,-184.1915293,-862.7919385,-811.6544701,-494.4088359,-300.5229756,-644.6703149,-1119.690586,-770.6961187,-901.5690859,-1105.149131,-441.0902694,-300.5230198,-373.2301953
"POST",39,-453.571638,-436.2430884,-184.1915293,-630.128878,-1100.507982,-344.1473216,-475.0202357,NA,-1308.729212,-790.0846659,-751.3075451,-814.3204647,-528.3388376,-324.7587258,-213.2743809
