"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"PRE",33,659.2117871,295.6758742,189.0386616,484.7144917,627.8385564,174.4972336,222.9686799,334.4530303,557.421729,678.6003166,853.0976296,542.8801685,751.3075539,285.9815564,368.3830502
"PRE",34,693.1417888,387.7716057,193.8858161,552.5745657,749.5868037,232.6629767,184.191516,315.0644302,630.128878,1027.594846,974.2762526,644.6702796,925.8047963,285.9815586,344.1473039
"PRE",35,794.9318822,353.8416139,208.4272441,630.1289663,761.5228757,227.815809,184.1915204,310.2173066,523.4916743,688.2946431,969.4291246,571.9631482,925.8046904,329.6059024,324.7587391
"PRE",36,833.7089588,353.841615,334.4530215,644.6702796,747.1996034,222.9687163,300.5229933,382.9244777,523.4917229,920.9576066,925.8047963,610.7403308,882.1804681,315.0644434,426.5488148
"PRE",37,1056.67764,373.2302086,237.5101399,610.7403838,785.3950551,189.0386705,130.872923,373.230213,552.5744951,717.3775522,935.4990876,639.8232222,799.7790808,319.9116089,222.9686987
"PRE",38,993.6648174,392.6187999,198.7329573,843.4032678,763.910076,222.968681,305.3701389,NA,615.5874411,790.0846836,916.1104344,596.198894,693.1417711,281.1344815,329.6058847
"PRE",39,959.7347804,373.2301821,290.8287462,717.3775522,658.8724271,193.8858028,159.9557967,NA,528.3388464,1022.747673,930.6519596,722.2247508,673.7531886,266.5930181,557.4216937
"PRE",40,911.2633595,397.4659411,256.8987092,596.1988057,658.8724337,189.0386616,256.8987357,NA,615.5874588,770.6961182,983.9705791,756.1547172,664.0588974,266.5930181,702.8361065
"PRE",41,586.5046027,450.7845253,218.1215552,794.9318468,503.7031794,218.1215442,281.1344285,NA,484.7145535,848.2503968,785.2375114,659.2117341,867.6390842,247.2044003,276.2872917
"PRE",42,785.2375733,324.7587567,179.3443704,552.5746363,396.2783368,184.191516,184.1915337,NA,494.4088359,683.4475505,1027.594801,654.3646768,702.8360977,227.8158354,402.3130602
"PRE",43,683.4475152,271.4401394,208.4272353,828.8618132,673.1957943,242.3572811,252.0515724,NA,620.4346044,736.766064,785.2375556,697.9888991,891.8747593,348.9944893,557.4216937
"PRE",44,654.3646414,319.9115935,295.6758653,678.6003872,677.9701772,242.3572635,174.4972248,NA,659.2117341,736.766095,954.8875641,736.766064,891.8746887,256.8987009,576.8103115
"PRE",45,601.0460308,261.7458416,285.9815653,547.7274642,670.8085411,242.3572635,222.9686987,NA,761.0018451,964.5819481,906.4162138,620.4346309,634.9760943,397.4659389,552.5745613
"PRE",46,838.5561575,358.6887408,222.968681,504.1030741,704.2295745,232.6629722,184.1915248,NA,828.8617956,814.3203808,867.6390665,673.7531886,683.4474799,247.2043914,455.6316621
"PRE",47,853.0976296,373.2302086,324.7587435,887.0276313,685.131831,315.0644302,290.8287197,NA,557.4217113,731.9189162,804.6261381,693.1417711,891.8747946,315.0644489,412.0073559
"PRE",48,969.4290893,412.0073603,271.4401284,475.0202181,742.4251499,285.9815741,290.828755,NA,761.0018451,741.6132053,959.7347627,620.4346397,804.6261381,227.8158531,315.0644832
"PRE",49,NA,NA,266.5930004,NA,666.0341582,237.5101179,NA,NA,NA,838.5561243,853.0974884,697.9888284,920.9575624,305.3701389,305.3701301
"POST",1,293.6279478,378.0773189,232.6629811,697.9888637,771.0717475,256.8987004,285.9815697,300.5229933,596.1988763,935.4990898,911.2633595,828.8618314,814.320394,213.2744074,300.5230104
"POST",2,303.1768129,353.8416128,208.4272618,639.8231692,957.2748416,193.8858073,222.968681,382.9244689,712.5303735,659.2117429,945.1934141,727.0719141,697.9890404,285.9815653,416.8544883
"POST",3,329.4361815,339.3001715,242.3572591,552.5746363,792.5567089,193.8858117,203.5800985,353.8416261,683.4474975,688.2945725,887.0276313,765.8489731,702.836027,256.8986297,479.8673637
"POST",4,329.4361815,489.5617079,242.3572547,644.6703502,735.2634431,300.523011,208.4272265,305.3701478,693.1418153,625.2816971,1046.983455,727.0718081,571.9632188,208.4272485,508.9502551
"POST",5,319.8873098,392.6187734,198.7329705,688.2946961,1210.320025,232.6629634,218.1215442,358.6887761,770.6961011,596.1988675,974.2762526,761.0018451,790.0846129,222.9686722,547.7274201
"POST",6,312.7257001,436.2430619,237.5101179,770.6960657,740.0378613,164.8029335,222.968681,348.9944826,780.3904321,644.6702972,979.1233099,707.6832963,761.0018451,222.9686722,324.7587567
"POST",7,300.7895663,402.3130779,315.0644567,557.4217113,794.9438915,208.4272441,276.2872784,348.9944142,722.2246272,746.4604259,887.027596,804.6260674,785.2375203,242.3572635,290.8287021
"POST",8,300.7895663,475.0202699,193.8858293,610.7402955,740.0379496,242.3572635,479.8673814,421.7016339,940.3462133,649.5174246,993.6647997,731.9189493,683.4475152,247.2043738,499.2559815
"POST",9,253.0452119,353.8415952,256.8987004,562.2689629,1026.504138,164.8029512,334.4530303,363.5359041,799.7789925,799.7789903,993.6647291,668.9060606,751.3075892,237.5101179,499.2559903
"POST",10,255.4324254,344.1473039,193.8858073,591.3517837,635.0002455,179.344388,334.453048,363.5358864,833.709003,741.6132097,809.4732661,697.9889167,727.0718434,237.5101179,431.3959428
"POST",11,260.2068701,470.1730989,252.0515459,523.4917273,723.3273125,179.344388,382.9244777,392.618769,581.6574615,722.2246537,974.2762879,644.6703193,707.6832963,295.6759007,489.561677
"POST",12,276.9174222,353.841604,227.8158266,533.1859832,1047.98917,189.0386837,344.1473392,392.6187601,872.486168,702.8360977,974.2762172,649.517498,731.9190067,271.4401372,348.9944672
"POST",13,276.9174222,431.3959251,319.9115758,591.3517307,859.3988112,242.3572635,358.6887673,373.2301776,678.6003519,630.1288603,838.5561045,683.4474445,814.3203587,416.8545412,780.3903923
"POST",14,381.9550822,392.6187646,203.5801029,523.4916566,978.7598141,213.2743897,276.287274,368.3830298,746.460373,683.4474975,935.4989816,702.836027,717.3776228,203.5801162,261.7458636
"POST",15,303.1768195,402.313069,247.2044179,475.0202711,997.8575223,276.2873005,218.1215442,378.0773586,731.9188919,746.4604436,848.2505017,625.2816971,761.0018451,281.1344461,445.937362
"POST",16,353.3084316,378.0773321,218.1215354,654.3646768,1241.353823,242.3572723,382.9244777,344.1473348,659.2117517,702.8360579,867.6390135,664.0588797,664.058862,227.8158266,465.3259621
"POST",17,310.3384844,305.3701478,334.4530215,591.35166,902.3687694,285.9815741,373.2301953,387.7716145,751.3075186,630.1289089,950.0405421,654.3646061,775.543229,237.510109,300.5230198
"POST",18,281.6918492,412.0073691,261.7458548,533.1859655,1002.632029,169.6500963,368.383032,368.383085,678.6003431,586.5045939,959.734798,649.5174075,586.5046027,237.510109,455.6316709
"POST",19,264.981306,276.2873182,310.2173022,605.8931322,749.586786,319.9115802,315.0644567,378.0773365,765.8489245,668.9060778,882.1804681,770.6960569,872.4862121,353.8416305,348.9944495
"POST",20,264.9812972,494.4088535,276.287274,460.4788518,945.3387277,179.3443836,353.8415598,412.0073426,717.3774551,872.4861062,887.0275784,688.2946431,819.1675926,329.6059024,368.3830497
