"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"PRE",29,-654.3646061,-203.580098,-353.8416128,-586.5045497,-1599.436796,-523.4916748,-339.3001737,-649.5174958,-1289.340665,-445.9373708,-814.320394,-378.0772879,-557.4217202,-441.0902517,-557.4217202
"PRE",30,-397.4659234,-353.8415952,-271.4401196,-639.8231692,-1520.658498,-441.090234,-266.5929872,-300.523011,-751.3075407,-431.3959781,-688.2946785,-460.4788165,-358.6887761,-353.8416128,-538.0331288
"PRE",31,-441.090234,-353.8415952,-285.9815564,-639.8231692,-1112.444019,-557.4217555,-285.9815741,-465.3259533,-954.8876171,-494.4088182,-664.058915,-368.3830673,-659.2117694,-615.5874411,-746.4604039
"PRE",32,-494.4088359,-237.5101179,-285.9815564,-634.9760766,-1308.195996,-382.9244777,-344.1473127,-358.6887761,-1284.493537,-494.4088182,-751.3075716,-508.9503081,-688.2946431,-455.6316532,-649.5174958
"PRE",33,-697.9889344,-261.7458371,-300.523011,-552.5745392,-1499.173537,-470.1730989,-397.4659234,-484.7145623,-1269.952083,-445.937362,-722.2246272,-445.9373267,-567.1160644,-455.6316908,-814.3204293
"PRE",34,-615.5874411,-285.9815564,-300.523011,-533.1859479,-1394.135947,-387.7716498,-329.6058935,-363.5358864,-1139.079133,-465.3259445,-630.1288912,-591.3517307,-426.5488148,-441.0901987,-741.6132627
"PRE",35,-741.6132273,-285.9815564,-373.2302218,-654.3646414,-1420.395345,-363.5359394,-450.7845076,-348.9944506,-1255.410593,-465.3259445,-775.5432467,-494.4088535,-857.9447576,-634.9760589,-678.6003872
"PRE",36,-431.3959428,-218.1215177,-373.2302218,-654.3646414,-1460.978085,-552.5745392,-358.6887496,-450.7845253,-1211.786335,-455.6316444,-935.4990699,-557.4217113,-615.5874765,-538.0331288,-508.9502463
"PRE",37,-508.9502463,-261.745846,-368.383085,-571.9631835,-1327.293774,-460.4787989,-358.6887584,-460.4788165,-761.0018451,-508.9502507,-756.1547001,-615.5874588,-576.8102938,-455.6316709,-581.6574218
"PRE",38,-552.5745834,-271.4401372,-213.2744427,-601.0460396,-954.8875994,-557.4217472,-397.4659058,NA,-930.6518978,-508.9502507,-586.5045851,-547.7274377,-567.1160026,-508.9502728,-402.3130514
"PRE",39,-232.6629855,-271.4401372,-184.1914984,-601.0460396,-1449.041889,-310.2172757,-368.3830585,NA,-843.4033031,-538.0331288,-697.9889344,-363.5359394,-378.0773189,-329.6058979,-445.9373532
"PRE",40,-441.0902252,-218.121553,-184.1914984,-504.1030741,-1207.932772,-702.83608,-382.9244866,NA,-1202.092044,-538.0331288,-620.4345823,-416.8545059,-499.2559804,-625.2817147,-416.8545103
"PRE",41,-605.893194,-237.5101179,-256.8987004,-668.9060783,-1074.24851,-305.3701919,-426.5487883,NA,-1381.436485,-441.090234,-625.2817677,-576.8102762,-630.1288957,-557.4217466,-373.2302108
"PRE",42,-838.5561398,-285.9816006,-431.3959604,-668.9060783,-1291.485435,-397.4659058,-402.3130514,NA,-1056.677728,-465.3259092,-722.2246625,-538.0331641,-654.3646414,-261.7458548,-538.0331465
"PRE",43,-824.0147206,-353.8416393,-431.3959604,-426.5487972,-1310.583249,-373.2302306,-344.1473392,NA,-1168.162042,-533.1859832,-804.6261381,-455.6316886,-538.0331288,-601.0459999,-659.2117517
"PRE",44,-562.2688569,-353.8416393,-222.9686633,-518.6445198,-637.3875429,-407.1602323,-334.4530485,NA,-1410.519253,-533.1859832,-824.0146842,-576.8103291,-591.3516954,-382.9244645,-450.7845076
"PRE",45,-382.9244777,-382.9244866,-421.7016383,-518.6445198,-1074.248549,-489.5616991,-324.7587302,NA,-853.0975761,-538.0331288,-756.1546995,-625.2817324,-484.7145446,-421.7016604,-344.1473304
"PRE",46,-315.0644655,-382.9244866,-421.7016383,-489.5616814,-1312.970502,-392.6187601,-407.1602147,NA,-1585.016495,-542.8802745,-586.5045586,-615.5874058,-523.4917361,-518.644564,-475.0202534
"PRE",47,-441.0901987,-353.8416128,-155.1086423,-441.0901987,-1613.759962,-484.714527,-310.2172857,NA,-1497.767909,-542.8802745,-683.4474799,-567.1159849,-416.8544883,-353.8415952,-707.6832433
"PRE",48,-324.7587479,-392.6187601,-155.1086555,-441.0901987,-1281.936598,-416.8545236,-344.1473127,NA,-1076.066293,-489.5616903,-770.6961011,-542.8802745,-319.9116111,-402.3130514,-421.7016515
"PRE",49,NA,NA,-203.5801117,NA,-1238.966711,-392.6187601,NA,NA,NA,-489.5616903,-770.6961011,-431.3959428,-571.9631283,-412.0073338,-688.2946255
"POST",1,-479.8310176,-150.2615055,-281.1343931,-465.3259798,-1250.902765,-358.6887761,-489.5616903,-421.7016692,-969.4291069,-499.2559815,-882.1804151,-363.5359217,-761.0018628,-344.1473083,-475.0202446
"POST",2,-412.9888624,-135.7200686,-373.2301865,-605.8931499,-1453.816396,-412.007378,-455.6316532,-392.6187601,-862.7918856,-552.5745834,-828.8618839,-644.6703502,-678.600353,-184.1915248,-518.6445463
"POST",3,-470.2821569,-184.191516,-373.2301865,-639.8231516,-704.2295745,-368.383032,-445.9373576,-416.8545236,-790.0847012,-552.5745834,-664.0589239,-610.7402602,-809.4733003,-281.1344373,-518.6445463
"POST",4,-408.2144265,-184.191516,-159.9557702,-639.8231516,-1449.041889,-382.9244888,-470.1730901,-242.3572591,-736.7660817,-542.8802568,-741.6132627,-552.5746363,-538.0331377,-281.1344461,-489.5616726
"POST",5,-501.3160144,-174.4972248,-208.427253,-489.5616903,-1238.966675,-368.3830497,-378.0773409,-382.9244689,-1163.314844,-542.8802568,-678.6003519,-562.2688216,-693.1417711,-222.9686998,-489.5616726
"POST",6,-513.2520335,-174.4972248,-261.745846,-489.5616903,-897.5943336,-324.7587302,-494.4088182,-276.2872828,-1332.964993,-649.5174958,-712.5303889,-634.976006,-557.4216937,-261.7458548,-518.6445861
"POST",7,-735.2634254,-140.5672142,-261.745846,-538.0331288,-1537.369059,-421.7016427,-475.0202534,-397.4659058,-1294.187793,-649.5174958,-702.8360806,-397.4658881,-993.6647986,-232.6629899,-639.8231516
"POST",8,-484.6054888,-222.9686722,-344.1473348,-591.3517307,-1250.902694,-460.4788165,-508.9502728,-630.1288868,-1328.117865,-581.6574394,-775.5432644,-581.6574218,-785.2375556,-300.5230154,-465.3259445
