"Stride","Phase","Stride.Time","Time","RTx","RTy","RTz","LTx","LTy","LTz","Px","Py","Pz","Tx","Ty","Tz"
1,1,0,0,0.621638596,-0.687074244,-2.093940496,-3.173628807,-0.392613888,1.014252543,1.079688072,0.392613888,0,0.065435641,0.098153472,0.32717824
1,1,0.00675,0.00675,0.229024753,0.16358912,-2.093940496,-3.108193159,-0.65435648,0.916099012,0.850663364,0.425331682,-0.16358912,0.392613888,0.16358912,0.294460386
1,1,0.0135,0.0135,-0.425331682,0.196306944,-2.028505087,-3.140911102,-0.752509892,1.046970248,0.785227776,0.425331682,-0.294460386,0.719792068,0.261742562,0.261742562
1,1,0.02025,0.02025,-1.505019784,-0.98153466,-2.159376144,-3.173628807,-0.81794554,1.275995135,0.785227776,0.392613888,-0.196306944,1.046970248,0.32717824,0.261742562
1,1,0.027,0.027,-3.795267582,-2.224812031,-3.86070323,-3.304500103,-0.883381188,1.537737727,0.81794554,0.32717824,-0.16358912,1.341430664,0.32717824,0.229024753
1,1,0.03375,0.03375,-5.431158543,0.392613888,-5.823771954,-3.435371399,-0.948816895,1.766762376,0.883381188,0.261742562,-0.16358912,1.537737727,0.32717824,0.196306944
1,1,0.0405,0.0405,-2.781014919,-0.392613888,-4.809519768,-3.435371399,-1.079688072,1.930351615,0.948816895,0.261742562,-0.130871281,1.668608904,0.294460386,0.16358912
1,1,0.04725,0.04725,1.406866312,-0.65435648,-3.86070323,-3.239064455,-1.112406015,2.12665844,0.883381188,0.196306944,-0.03271782,1.766762376,0.261742562,0.130871281
1,1,0.054,0.054,-0.130871281,0.49076733,-3.86070323,-3.108193159,-0.98153466,2.192094088,0.883381188,0.098153472,0,1.734044552,0.261742562,0.065435641
1,1,0.06075,0.06075,-2.224812031,0.556203008,-3.86070323,-3.140911102,-0.752509892,2.061222792,0.883381188,0.065435641,0.098153472,1.603173375,0.261742562,0.03271782
1,1,0.0675,0.0675,0.098153472,-0.16358912,-3.729831934,-3.173628807,-0.621638596,1.7994802,0.850663364,0.065435641,0.229024753,1.439584136,0.32717824,0
