"Stride","Phase","Stride.Time","Time","RTx","RTy","RTz","LTx","LTy","LTz","Px","Py","Pz","Tx","Ty","Tz"
1,1,0,0,-0.290043473,2.835980654,-5.897550583,-4.801830769,-1.353536248,2.320347786,0.515632868,1.337422729,-0.145021737,0.209475845,0.064454108,-0.161135271
1,1,0.00675,0.00675,-1.853055716,2.159212589,-4.527901173,-4.334538937,-0.789562821,1.965850353,0.386724651,1.25685513,-0.080567636,0.580086946,0.080567636,-0.016113527
1,1,0.0135,0.0135,-1.385763288,0.338384062,-6.090913296,-4.076722145,-0.161135271,1.450217366,0.128908217,0.999038696,0.563973427,0.966811657,0.048340581,0.080567636
1,1,0.02025,0.02025,-1.160173893,-2.658731937,-1.756374359,-3.996154785,0.386724651,0.999038696,-0.032227054,0.628427565,1.095719814,1.305195689,0,0.161135271
1,1,0.027,0.027,-2.5459373,-5.14021492,-2.626504898,-4.108949184,0.708995163,0.725108683,-0.193362325,0.193362325,2.255893707,1.417990327,0,0.290043473
1,1,0.03375,0.03375,-5.011306763,-4.560128212,-5.011306763,-4.334538937,0.725108683,0.580086946,-0.306156993,-0.032227054,2.433142424,1.208514452,0.112794682,0.580086946
1,1,0.0405,0.0405,-7.734493256,-3.496635199,-3.271045923,-4.286198139,0.386724651,0.580086946,-0.306156993,-0.128908217,1.804714918,0.596200466,0.273929954,1.127946854
1,1,0.04725,0.04725,-6.86436224,0.177248791,-3.013229609,-3.73833847,0,0.596200466,-0.676768124,-0.016113527,1.579125643,-0.338384062,0.257816434,2.062531471
1,1,0.054,0.054,-3.899473667,1.901396275,-4.560128212,-3.109910727,-0.177248791,0.612313986,-1.530785084,0.515632868,1.337422729,-2.014190912,-0.338384062,4.237857342
1,1,0.06075,0.06075,-1.28908217,2.981002331,-5.478599072,-2.674845457,-0.032227054,0.628427565,-2.755413055,1.047379255,1.031265736,-5.253009796,0.660654604,5.107988358
1,1,0.0675,0.0675,1.337422729,3.109910727,-4.65680933,-2.417028904,0.273929954,0.580086946,-4.672922611,0.83790338,0.547859907,-7.637811661,1.69192028,2.320347786
1,1,0.07425,0.07425,2.449255943,1.595239162,-4.108949184,-2.239780188,0.580086946,0.43506521,-7.525017262,-1.901396275,0.354497582,-6.058686256,1.853055716,0.725108683
1,1,0.081,0.081,2.14309907,1.450217366,-3.303272963,-2.014190912,0.644541085,-0.048340581,-8.088990211,-5.478599072,1.031265736,-3.238818884,1.482444406,1.192400932
1,1,0.08775,0.08775,-0.386724651,1.869169235,-1.949736834,-1.160173893,-0.161135271,-0.531746387,-3.577202797,-4.624582291,0.273929954,-1.353536248,1.111833334,2.562050819
1,1,0.0945,0.0945,-2.610391378,1.25685513,-1.756374359,0.773449302,-1.28908217,-0.596200466,-1.095719814,-4.801830769,1.127946854,-0.322270542,1.015152216,3.963927746
1,1,0.10125,0.10125,-3.206591845,0.096681163,-3.109910727,2.304234266,-1.772487879,-0.725108683,-4.479560375,-3.093797207,0.563973427,0.064454108,1.144060373,4.576241493
1,1,0.108,0.108,-3.625543356,-0.741222203,-4.092835903,2.51371026,-1.7080338,-0.741222203,-4.576241493,-0.692881644,0.531746387,-0.41895169,1.192400932,4.511787415
1,1,0.11475,0.11475,-4.721263409,-1.820828438,-3.641656876,1.675806761,-1.321309209,-0.708995163,-3.029343128,0.193362325,0.225589365,-1.69192028,1.095719814,4.044495106
1,1,0.1215,0.1215,-4.689036369,-1.579125643,-2.51371026,0.612313986,-0.8540169,-0.708995163,-3.190478325,0.692881644,-0.016113527,-2.997116089,0.950698137,3.512748718
1,1,0.12825,0.12825,-3.625543356,-1.208514452,-2.884321213,-0.064454108,-0.483405828,-0.789562821,-3.287159443,0.628427565,0.128908217,-3.689997673,0.773449302,2.900434732
1,1,0.135,0.135,-3.093797207,-1.111833334,-3.174364805,-0.209475845,-0.45117873,-0.773449302,-3.4160676,0.080567636,0.273929954,-3.689997673,0.580086946,2.304234266
1,1,0.14175,0.14175,-3.835019588,-0.515632868,-2.272007227,-0.161135271,-0.515632868,-0.708995163,-3.254932404,-0.41895169,0.370611101,-3.287159443,0.306156993,2.046417952
1,1,0.1485,0.1485,-5.011306763,-0.902357459,-1.869169235,-0.161135271,-0.580086946,-0.676768124,-3.287159443,-0.467292309,0.43506521,-2.707072496,0.273929954,2.12698555
1,1,0.15525,0.15525,-6.34872961,-1.25685513,-1.450217366,-0.354497582,-0.515632868,-0.660654604,-2.948775291,-0.032227054,0.032227054,-2.207553148,0.290043473,2.175326109
1,1,0.162,0.162,-7.428336143,-0.386724651,-1.434103847,-0.660654604,-0.338384062,-0.628427565,-2.948775291,-0.338384062,0.596200466,-1.869169235,0.354497582,2.046417952
1,1,0.16875,0.16875,-6.703227043,0.402838171,-0.934584618,-0.966811657,-0.225589365,-0.612313986,-2.803753614,-0.257816434,0.402838171,-1.72414732,0.370611101,1.756374359
1,1,0.1755,0.1755,-6.139254093,1.079606295,-0.306156993,-1.208514452,-0.290043473,-0.660654604,-2.868207693,-0.128908217,0.338384062,-1.659693241,0.354497582,1.385763288
1,1,0.18225,0.18225,-5.784755707,1.224627972,0.43506521,-1.353536248,-0.45117873,-0.773449302,-2.835980654,0.064454108,0.257816434,-1.611352682,0.306156993,1.063492775
1,1,0.189,0.189,-5.430258751,1.563012123,1.031265736,-1.450217366,-0.531746387,-0.918471098,-2.803753614,0.225589365,0.112794682,-1.546898603,0.241702914,0.805676341
1,1,0.19575,0.19575,-4.962965965,1.72414732,1.466330886,-1.546898603,-0.596200466,-1.063492775,-2.610391378,0.402838171,-0.016113527,-1.417990327,0.273929954,0.596200466
1,1,0.2025,0.2025,-4.511787415,1.998077393,2.255893707,-1.7080338,-0.547859907,-1.25685513,-2.320347786,0.402838171,0.064454108,-1.192400932,0.322270542,0.43506521
1,1,0.20925,0.20925,-4.028381824,0.886243939,1.998077393,-1.981963873,-0.386724651,-1.482444406,-1.804714918,0.354497582,0.112794682,-0.918471098,0.354497582,0.257816434
1,1,0.216,0.216,-3.43218112,-0.080567636,2.594277859,-2.304234266,-0.370611101,-1.643579721,-1.27296865,0.322270542,0.112794682,-0.596200466,0.386724651,0.096681163
1,1,0.22275,0.22275,-3.174364805,-0.290043473,1.25685513,-2.787640095,-0.43506521,-1.869169235,-0.741222203,0.096681163,0.177248791,-0.257816434,0.386724651,-0.080567636
1,1,0.2295,0.2295,-2.384801865,-2.014190912,-0.032227054,-3.093797207,-0.918471098,-2.239780188,-0.290043473,-0.080567636,0.402838171,-0.016113527,0.386724651,-0.145021737
1,1,0.23625,0.23625,-2.400915384,-2.062531471,-0.048340581,-3.109910727,-1.337422729,-2.707072496,0.032227054,-0.41895169,0.676768124,0.193362325,0.322270542,-0.209475845
1,1,0.243,0.243,-2.368688345,-2.787640095,-0.241702914,-2.771526575,-1.804714918,-3.271045923,0.354497582,-0.8540169,0.902357459,0.41895169,0.273929954,-0.209475845
1,1,0.24975,0.24975,-2.368688345,-3.158251286,-0.692881644,-2.707072496,-2.191439629,-3.754451752,0.660654604,-0.966811657,0.83790338,0.547859907,0.241702914,-0.209475845
1,1,0.2565,0.2565,-1.627466202,-2.626504898,-0.87013042,-3.174364805,-2.288120747,-4.511787415,0.999038696,-0.708995163,0.886243939,0.596200466,0.257816434,-0.193362325
1,1,0.26325,0.26325,-0.563973427,-2.255893707,-0.354497582,-4.044495106,-1.853055716,-5.269123077,1.25685513,-0.225589365,1.160173893,0.596200466,0.354497582,-0.193362325
1,1,0.27,0.27,-1.643579721,-0.934584618,-0.161135271,-5.011306763,-1.595239162,-6.203708172,1.595239162,0.45117873,1.369649768,0.499519348,0.402838171,-0.225589365
1,1,0.27675,0.27675,-3.206591845,-0.757335782,-0.580086946,-5.478599072,-1.998077393,-6.654886723,1.820828438,1.176287413,1.176287413,0.290043473,0.402838171,-0.257816434
1,1,0.2835,0.2835,-3.44829464,-0.580086946,0.547859907,-4.834057808,-3.158251286,-6.993270397,2.14309907,1.563012123,0.805676341,0.032227054,0.41895169,-0.257816434
1,1,0.29025,0.29025,-4.141176224,0.83790338,1.885282755,-3.931700706,-3.915586948,-7.186632633,2.52982378,1.836942196,0.644541085,-0.241702914,0.43506521,-0.225589365
1,1,0.297,0.297,-4.882398605,1.047379255,2.336461306,-3.319386482,-3.931700706,-7.428336143,2.594277859,1.869169235,0.531746387,-0.499519348,0.467292309,-0.145021737
1,1,0.30375,0.30375,-5.075760841,0.241702914,2.465369463,-1.740260839,-3.013229609,-7.637811661,2.417028904,1.530785084,0.612313986,-0.725108683,0.499519348,-0.096681163
1,1,0.3105,0.3105,-5.204668999,-0.209475845,2.52982378,0.080567636,-2.12698555,-7.54113102,2.062531471,1.111833334,0.773449302,-0.83790338,0.563973427,-0.096681163
1,1,0.31725,0.31725,-5.639734268,-0.660654604,2.433142424,0.402838171,-2.094758511,-7.283313751,1.659693241,0.789562821,0.902357459,-0.805676341,0.692881644,-0.177248791
1,1,0.324,0.324,-6.123140335,-1.321309209,2.352574825,0.112794682,-2.449255943,-7.299427509,1.305195689,0.483405828,0.692881644,-0.644541085,0.8540169,-0.257816434
1,1,0.33075,0.33075,-6.38095665,-2.191439629,2.272007227,0.032227054,-2.771526575,-7.476676941,1.047379255,0.112794682,0.41895169,-0.41895169,0.999038696,-0.322270542
1,1,0.3375,0.3375,-6.187594414,-2.755413055,2.336461306,0.563973427,-2.449255943,-7.960082054,0.83790338,-0.402838171,0.145021737,-0.145021737,0.999038696,-0.386724651
1,1,0.34425,0.34425,-5.688075066,-2.562050819,2.384801865,1.176287413,-1.740260839,-7.476676941,0.725108683,-0.918471098,-0.145021737,0.145021737,0.902357459,-0.290043473
1,1,0.351,0.351,-5.091874599,-1.756374359,2.433142424,-0.064454108,-1.579125643,-6.155367374,0.660654604,-1.160173893,-0.064454108,0.386724651,0.741222203,-0.032227054
1,1,0.35775,0.35775,-4.640695572,-0.982925177,2.207553148,-0.515632868,-2.191439629,-5.559166908,0.563973427,-1.095719814,0.241702914,0.547859907,0.628427565,0.322270542
1,1,0.3645,0.3645,-4.382879257,-0.273929954,1.756374359,-0.128908217,-4.076722145,-3.980041027,0.43506521,-0.87013042,0.563973427,0.628427565,0.547859907,0.612313986
1,2,0.37125,0.37125,-4.366765976,0.177248791,1.321309209,-1.514671564,-4.866284847,-0.87013042,0.177248791,-0.563973427,1.7080338,0.644541085,0.483405828,0.83790338
1,2,0.378,0.378,-4.624582291,0.547859907,0.999038696,-4.495674133,-4.65680933,-3.641656876,0.080567636,-0.161135271,2.223666668,0.580086946,0.370611101,0.902357459
1,2,0.38475,0.38475,-5.156328678,0.773449302,0.821789861,-7.557244301,-3.689997673,-6.252048492,0.032227054,0.080567636,1.933623314,0.354497582,0.306156993,0.999038696
1,2,0.3915,0.3915,-5.333577156,0.886243939,0.676768124,-8.008422852,-1.611352682,-2.078644991,-0.402838171,-0.096681163,1.740260839,-0.112794682,0.290043473,1.434103847
1,2,0.39825,0.39825,-4.624582291,0.708995163,0.708995163,-3.109910727,-0.660654604,-1.514671564,-1.079606295,-0.43506521,1.804714918,-1.015152216,0.145021737,2.803753614
1,2,0.405,0.405,-3.77056551,0.563973427,0.8540169,-2.014190912,-0.918471098,-3.915586948,-2.078644991,-1.127946854,1.321309209,-2.739299536,-0.096681163,4.382879257
1,2,0.41175,0.41175,-3.303272963,0.499519348,0.789562821,-0.692881644,-0.676768124,-4.914625645,-3.512748718,-1.756374359,0.789562821,-4.65680933,-1.595239162,3.722224712
1,2,0.4185,0.4185,-2.964888811,0.43506521,0.596200466,1.530785084,-0.83790338,-3.609429836,-6.316502571,-2.223666668,0.161135271,-5.05964756,-2.497596741,1.965850353
1,2,0.42525,0.42525,-2.642618418,0.45117873,0.43506521,2.5459373,-0.692881644,-3.351613522,-7.911741734,-0.515632868,1.047379255,-3.899473667,-2.723186016,0.902357459
1,2,0.432,0.432,-2.255893707,0.547859907,0.080567636,2.417028904,-0.902357459,-2.5459373,-7.99230957,4.028381824,0.773449302,-2.368688345,-2.5459373,1.27296865
1,2,0.43875,0.43875,-1.611352682,0.322270542,-0.41895169,0.483405828,-0.290043473,-2.626504898,-4.753490448,4.286198139,1.127946854,-0.966811657,-1.901396275,2.51371026
1,2,0.4455,0.4455,-0.531746387,-0.032227054,-0.805676341,-1.160173893,-0.918471098,-3.109910727,-3.43218112,2.094758511,0.741222203,0.032227054,-1.160173893,3.754451752
1,2,0.45225,0.45225,0.789562821,-0.612313986,-1.176287413,-2.272007227,-1.998077393,-3.593316317,-2.723186016,0.257816434,0.757335782,0.257816434,-0.789562821,4.350652218
1,2,0.459,0.459,1.949736834,-0.902357459,-1.466330886,-3.641656876,-2.207553148,-3.190478325,-2.304234266,-0.612313986,0.676768124,-0.402838171,-0.402838171,4.350652218
1,2,0.46575,0.46575,2.497596741,-0.8540169,-1.530785084,-4.221744061,-2.610391378,-2.449255943,-2.272007227,-1.047379255,0.531746387,-1.530785084,0.064454108,4.060608864
1,2,0.4725,0.4725,1.917509794,-0.467292309,-1.321309209,-2.787640095,-2.433142424,-2.417028904,-2.674845457,-1.015152216,0.41895169,-2.868207693,0.402838171,3.625543356
1,2,0.47925,0.47925,0.757335782,-0.290043473,-1.192400932,-1.965850353,-1.820828438,-2.787640095,-3.399954081,-0.563973427,0.370611101,-4.028381824,0.467292309,2.916548252
1,2,0.486,0.486,-0.048340581,-0.402838171,-1.127946854,-2.739299536,-1.965850353,-3.190478325,-3.996154785,-0.177248791,0.354497582,-4.092835903,0.161135271,2.336461306
1,2,0.49275,0.49275,-0.338384062,-0.370611101,-0.999038696,-3.754451752,-1.949736834,-2.755413055,-4.544014454,-0.306156993,0.257816434,-3.44829464,-0.161135271,2.223666668
1,2,0.4995,0.4995,-0.386724651,-0.128908217,-0.83790338,-4.431220055,-2.449255943,-2.52982378,-4.350652218,-0.402838171,0.145021737,-2.819867134,-0.547859907,2.400915384
