"Stride","Phase","Stride.Time","Time","RTx","RTy","RTz","LTx","LTy","LTz","Px","Py","Pz","Tx","Ty","Tz"
9,2,0.486,6.18975,-1.308712959,0.458049506,0.49076733,-4.351469994,-1.832198024,0.916099012,-1.079688072,0.49076733,0.261742562,-0.588920772,-0.03271782,1.014252543
9,2,0.49275,6.1965,-1.374148488,0.425331682,0.359896034,-4.057010174,-1.112406015,1.308712959,-0.948816895,0.523485124,0.294460386,-0.49076733,0,0.850663364
9,2,0.4995,6.20325,-1.406866312,0.425331682,0.196306944,-3.697113752,-0.49076733,1.766762376,-0.850663364,0.523485124,0.32717824,-0.392613888,0.065435641,0.687074244
9,2,0.50625,6.21,-1.439584136,0.359896034,0.03271782,-3.533524752,0.229024753,2.224812031,-0.850663364,0.425331682,0.261742562,-0.229024753,0.130871281,0.523485124
9,2,0.513,6.21675,-1.505019784,0.229024753,-0.065435641,-3.337217808,0.752509892,2.486554384,-0.752509892,0.359896034,0.294460386,-0.098153472,0.16358912,0.425331682
9,2,0.51975,6.2235,-1.570455551,0.261742562,-0.32717824,-2.94460392,0.850663364,2.421118736,-0.49076733,0.359896034,0.294460386,0,0.229024753,0.294460386
9,2,0.5265,6.23025,-1.243277192,0.294460386,-0.49076733,-2.290247679,0.458049506,2.159376144,-0.392613888,0.261742562,0.261742562,0.130871281,0.261742562,0.196306944
9,2,0.53325,6.237,-1.145123839,0.359896034,-0.458049506,-1.341430664,-0.785227776,1.930351615,-0.294460386,0.16358912,0.196306944,0.229024753,0.294460386,0.098153472
9,2,0.54,6.24375,-1.47230196,0.196306944,-0.65435648,-1.47230196,-1.63589108,1.374148488,-0.229024753,0.098153472,0.229024753,0.32717824,0.32717824,0
9,2,0.54675,6.2505,-1.7994802,-0.16358912,-0.883381188,-1.668608904,-2.421118736,1.014252543,-0.03271782,0.065435641,0.392613888,0.425331682,0.359896034,-0.065435641
9,2,0.5535,6.25725,-2.159376144,-0.32717824,-1.112406015,-0.687074244,-2.911885977,0.294460386,0.229024753,0.196306944,0.588920772,0.49076733,0.392613888,-0.098153472
9,2,0.56025,6.264,-2.388401031,-0.098153472,-1.308712959,0.621638596,-3.27178216,-0.294460386,0.49076733,0.294460386,0.81794554,0.458049506,0.425331682,-0.065435641
9,2,0.567,6.27075,-3.337217808,-0.752509892,-1.603173375,-0.359896034,-3.173628807,-1.145123839,0.81794554,0.261742562,0.916099012,0.425331682,0.458049506,-0.065435641
9,2,0.57375,6.2775,-3.337217808,-0.948816895,-2.159376144,-1.701326728,-2.584707975,0.03271782,1.177841544,0.065435641,0.621638596,0.32717824,0.425331682,-0.03271782
9,2,0.5805,6.28425,-3.435371399,-0.752509892,-2.617425919,-2.813732624,-1.47230196,0.916099012,1.63589108,-0.261742562,0.556203008,0.196306944,0.392613888,-0.03271782
9,2,0.58725,6.291,-4.253316879,-1.7994802,-3.5989604,-3.926138639,-0.49076733,1.374148488,2.192094088,-0.687074244,0.425331682,0.098153472,0.359896034,-0.065435641
9,2,0.594,6.29775,-4.318752289,-1.439584136,-4.613213062,-4.286034584,-0.196306944,1.341430664,2.355683088,-0.98153466,0.32717824,0.065435641,0.294460386,-0.03271782
9,2,0.60075,6.3045,-4.286034584,0.687074244,-4.515059471,-4.024291992,-0.588920772,1.046970248,2.551990271,-1.046970248,0.523485124,0.130871281,0.229024753,0
9,2,0.6075,6.31125,-2.846450567,0.03271782,-4.515059471,-3.926138639,-0.785227776,0.621638596,2.650143623,-0.752509892,0.719792068,0.294460386,0.16358912,0.098153472
9,2,0.61425,6.318,-0.916099012,-1.47230196,-4.220599174,-4.220599174,-0.196306944,0.359896034,2.486554384,-0.16358912,1.177841544,0.458049506,0.130871281,0.16358912
9,2,0.621,6.32475,-0.458049506,-2.421118736,-3.533524752,-4.482341766,0.425331682,0.32717824,2.12665844,0.098153472,0.752509892,0.65435648,0.065435641,0.261742562
9,2,0.62775,6.3315,-0.621638596,-2.159376144,-3.566242456,-4.580495358,0.621638596,0.392613888,1.668608904,0.229024753,0.261742562,0.850663364,0.03271782,0.294460386
9,2,0.6345,6.33825,0.130871281,-2.748296976,-4.384188175,-4.907673359,0.719792068,0.458049506,1.537737727,0.458049506,0.03271782,1.014252543,-0.03271782,0.294460386
9,2,0.64125,6.345,1.177841544,-3.173628807,-4.973108768,-5.202133656,0.556203008,0.65435648,1.406866312,0.687074244,0.03271782,1.112406015,0,0.261742562
9,2,0.648,6.35175,1.243277192,-1.701326728,-4.645930767,-4.940391064,0.294460386,0.752509892,1.014252543,1.046970248,0.16358912,1.145123839,0.098153472,0.196306944
9,2,0.65475,6.3585,1.014252543,0,-3.664396048,-4.318752289,0.03271782,0.785227776,0.588920772,1.308712959,0.098153472,1.079688072,0.229024753,0.098153472
9,2,0.6615,6.36525,0.261742562,0.098153472,-2.650143623,-3.762549639,0,0.785227776,0.49076733,1.112406015,0.03271782,0.98153466,0.32717824,0.098153472
9,2,0.66825,6.372,-0.81794554,-0.294460386,-1.439584136,-3.239064455,0.098153472,0.81794554,0.458049506,0.752509892,0.098153472,0.948816895,0.359896034,0.130871281
9,2,0.675,6.37875,-1.668608904,-0.458049506,-0.556203008,-2.781014919,0.294460386,0.850663364,0.359896034,0.523485124,0.49076733,0.916099012,0.359896034,0.196306944
9,2,0.68175,6.3855,-2.617425919,-1.243277192,3.893420935,-2.551990271,0.392613888,0.948816895,0.130871281,0.392613888,0.916099012,0.752509892,0.32717824,0.229024753
9,2,0.6885,6.39225,-3.991574287,-1.668608904,2.781014919,-2.486554384,0.458049506,0.883381188,-0.261742562,0.16358912,1.734044552,0.523485124,0.196306944,0.294460386
9,2,0.69525,6.399,-4.973108768,-4.122445583,-4.842237473,-2.257529736,0.261742562,0.916099012,-0.850663364,-0.098153472,2.421118736,0.03271782,0.03271782,0.523485124
