"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"PRE",44,-979.1233629,-281.1344461,-310.2173066,-1580.16942,-995.4702691,-315.0644478,-179.3443748,NA,-654.3646061,-1061.524821,-1880.692387,-1812.832392,-1541.392229,-319.911594,-683.4474622
"PRE",45,-824.0147118,-281.1344263,-310.2173066,-1046.983455,-1114.831272,-276.2872828,-266.5930093,NA,-1042.136274,-1497.767967,-1662.570812,-1643.182225,-1405.672231,-242.3572635,-765.8489731
"PRE",46,-838.5562104,-329.605867,-305.3701522,-1202.092057,-1090.959093,-382.9244667,-266.5930093,NA,-799.7789218,-1163.314897,-1439.602144,-1754.66661,-1313.576376,-252.0515371,-416.8545324
"PRE",47,-867.6389793,-276.2872674,-319.9115935,-1182.703461,-959.6620353,-310.2172845,-208.4272441,NA,-785.2375379,-988.8176364,-925.804761,-1788.596541,-1265.104849,-305.3701737,-494.4088535
"PRE",48,-887.027596,-310.2173044,-455.6316709,-959.7347186,-1227.030515,-339.3001715,-252.0515724,NA,-862.7919032,-828.8618839,-1681.959357,-1686.806536,-1236.021993,-232.6629546,-601.046023
"PRE",49,NA,NA,-368.3830497,NA,-976.3725962,-378.0773586,NA,NA,NA,-1342.659311,-1284.493572,-1803.138066,-1352.353541,-213.2744074,-601.0460308
"POST",1,-367.6317039,-421.7016339,-353.8416305,-1173.009205,-1143.477923,-261.7458636,-271.4401416,-266.5929894,-571.9631923,-1071.219094,-1463.837837,-1478.379327,-1206.939163,-295.6758653,-392.6187734
"POST",2,-284.079076,-266.5929922,-353.8416305,-1080.913412,-1346.391553,-208.4272706,-300.5230286,-426.5487927,-804.6261204,-1017.900493,-2011.565222,-1299.034939,-1032.441965,-295.6758742,-707.683261
"POST",3,-470.2821106,-353.8415907,-416.8544794,-1095.454875,-1322.519339,-184.1915425,-319.9116089,-421.7016339,-891.8747593,-1488.073547,-1643.182181,-1337.812157,-1376.589286,-256.8987004,-712.5303359
"POST",4,-482.2182356,-387.7716189,-271.4401372,-1240.869209,-1038.440263,-285.9815741,-276.2872806,-266.5929739,-853.0976032,-1391.13067,-1997.023926,-1473.532146,-959.7347627,-203.5801162,-315.064439
"POST",5,-410.6016974,-305.370161,-334.4530259,-1221.480675,-1408.459149,-208.427253,-281.1344461,-455.6316356,-678.6003696,-1260.257774,-1774.055183,-1454.143581,-1240.869156,-189.0386837,-416.8545059
"POST",6,-460.7332741,-416.8544883,-315.0644456,-1463.837907,-1453.816361,-305.370172,-261.7458371,-455.63164,-634.9760589,-1139.079133,-1924.316618,-1565.627957,-974.2762526,-213.2743897,-673.7532195
"POST",7,-241.1091178,-373.2301942,-368.3830541,-1017.900546,-1241.353893,-392.6187734,-261.7458725,-412.0073515,-756.1546819,-1410.519235,-1851.609531,-1449.296418,-1580.169455,-305.3701919,-552.5745392
"POST",8,-310.3384733,-339.3001804,-242.3572723,-1289.340736,-1164.962822,-281.1344456,-315.0644522,-450.7845783,-853.0975943,-979.1233275,-1827.373776,-1381.436414,-1192.397788,-193.8858205,-407.1602323
"POST",9,-422.5377518,-416.8544971,-344.1473304,-1095.454805,-1155.413977,-222.9686987,-329.6058847,-455.6316532,-964.5819613,-765.8489908,-2098.813931,-1158.46768,-940.3462155,-198.7329529,-770.6961276
"POST",10,-341.3723242,-392.6187778,-382.9244954,-1129.38493,-1131.541762,-227.8158266,-295.6758521,-494.4088359,-673.7531886,-1526.850827,-1192.397682,-1395.977869,-1003.3591,-261.7458107,-649.5174782
"POST",11,-257.819661,-358.6887496,-397.465919,-993.6647997,-1043.214681,-227.8158354,-392.618769,-378.0773233,-775.5432467,-1085.760549,-2011.565345,-1211.7863,-1095.45484,-348.9944849,-809.4732837
"POST",12,-219.6241652,-368.3830585,-290.8287175,-756.1547172,-1515.884062,-247.2044356,-305.3701654,-499.2559815,-877.3333048,-1124.537749,-2021.259619,-1342.659249,-1206.939207,-252.0515901,-639.8231869
"POST",13,-415.3760627,-450.7844988,-358.6887761,-1100.30204,-1243.741147,-402.3130823,-276.2872475,-348.9944495,-775.5432423,-1434.754998,-1444.449272,-1502.615072,-1076.066319,-334.4530303,-571.9631482
"POST",14,-484.6054624,-382.9244645,-368.3830475,-1008.20629,-1260.451637,-319.9116133,-242.3572856,-479.8673858,-678.6003607,-1080.913492,-1866.150968,-1231.174882,-1648.029353,-184.1915381,-518.6445596
"POST",15,-501.3160144,-557.4217466,-358.6887584,-935.4990169,-1279.549451,-281.1344285,-300.5230099,-387.7716233,-1061.524838,-1502.615099,-940.3462862,-1444.449418,-1182.703497,-184.1915072,-499.2559815
"POST",16,-460.7332388,-368.3830541,-358.6887584,-1318.423503,-1398.910277,-261.7458681,-407.1602235,-475.0201827,-790.0847365,-1318.423539,-1008.206272,-1328.117795,-1168.162042,-174.4972601,-857.9447399
"POST",17,-260.2068613,-421.7016692,-581.6574483,-1114.843493,-1074.248532,-348.9944677,-363.5358687,-402.3130779,-819.1676059,-1085.760575,-2064.883929,-1299.034886,-1497.767821,-232.6630076,-494.4088182
"POST",18,-298.402419,-344.1473238,-392.6187607,-979.123332,-1396.523095,-213.2744074,-324.7587214,-479.8674167,-693.1417976,-1357.200686,-1759.513738,-1250.563465,-964.581926,-310.2172492,-508.9502556
"POST",19,-370.0189571,-348.9944672,-392.6187607,-1192.397708,-1322.519303,-290.8287043,-402.3130514,-470.1731166,-838.5561751,-882.1804681,-1347.50636,-1483.226455,-1046.983472,-247.2043959,-751.3075451
"POST",20,-398.6655371,-319.9115979,-339.3001583,-1013.053418,-1169.737338,-193.8858073,-315.0644655,-484.7145005,-668.9060474,-1211.786335,-1032.441965,-1517.156527,-1027.594815,-189.0386705,-402.3130602
"POST",21,-472.6693638,-567.1160114,-373.2301821,-1071.21913,-1059.925273,-329.6058759,-416.8544883,-508.9502595,-717.3775345,-998.511963,-1604.405007,-1381.436414,-1415.366485,-208.4272794,-489.5616903
"POST",22,-460.7332388,-499.2559638,-344.1473481,-1236.02201,-1138.703487,-256.8987158,-281.1344108,-353.8416128,-974.2762172,-1342.659276,-1992.176745,-1565.62793,-1226.327684,-164.8029512,-785.23756
"POST",23,-338.9850533,-426.5487972,-363.5359041,-1226.32779,-1291.485505,-242.3572811,-344.1473172,-412.0073603,-824.0147206,-1328.117742,-1909.775305,-1269.952083,-1279.646409,-266.5930093,-833.7090118
"POST",24,-370.0189571,-455.6316444,-329.6058979,-1134.232027,-1253.289948,-237.5101267,-232.6629634,-387.7716145,-1076.066293,-1400.824997,-1037.289057,-1439.602126,-1478.379274,-358.6887938,-305.3701566
"POST",25,-319.8873473,-421.7016515,-407.1602014,-959.734798,-1472.914139,-407.1602235,-382.9245048,-455.6317239,-906.4161609,-1371.742193,-1992.176727,-1580.16942,-1497.76798,-426.5487972,-794.9318292
"POST",26,-396.2783191,-445.9373708,-441.0902075,-1148.773407,-1143.477887,-227.8158487,-344.1473127,-523.491714,-775.5432644,-1362.047796,-1173.009161,-1250.5635,-1100.301933,-242.3572811,-688.2946089
"POST",27,-458.3460209,-378.0773321,-402.3130779,-1182.703426,-1336.842611,-189.0386616,-353.8415775,-358.6887496,-722.2246625,-1522.003611,-1560.780714,-1517.156597,-1410.51927,-252.0515724,-746.4604083
"POST",28,-396.2783191,-387.7716322,-421.7016295,-1216.633463,-1375.038098,-382.9244512,-281.1344241,-368.3830453,-634.9760678,-1177.856386,-1129.384736,-1240.869138,-896.7219402,-324.7587567,-678.6003188
"POST",29,-362.8573033,-465.3259621,-363.5359041,-1061.524785,-1277.162127,-232.6629722,-295.6758631,-513.7974029,-896.7218873,-1226.32779,-2030.953875,-1565.627983,-1512.30924,-305.370161,-615.5874411
"POST",30,-219.6241917,-484.7145358,-353.8416261,-1332.964958,-959.662053,-256.8987004,-256.8986827,-504.1031183,-853.0975943,-1027.594766,-862.7918635,-1308.729195,-1473.532181,-222.968681,-581.6574571
"POST",31,-398.6655371,-315.064439,-368.383032,-1202.092026,-1052.763557,-227.8158178,-252.0515547,-508.9502728,-993.6647291,-901.5690152,-1109.996295,-1260.257791,-828.8618309,-266.5930004,-644.6703325
"POST",32,-560.9964982,-412.007378,-281.1344373,-1008.206272,-1336.842611,-193.8858293,-256.8987268,-421.7016295,-877.3333224,-1003.359162,-1366.89496,-1299.034956,-1095.45484,-373.23016,-882.1804416
"POST",33,-343.7595598,-421.7016692,-237.5101184,-1265.104963,-1293.872688,-145.4143334,-353.8415952,-499.2559815,-959.734798,-1197.244845,-1478.379274,-1294.187864,-1866.151012,-247.2044091,-382.9244866
"POST",34,-446.4098959,-513.7974316,-237.5101184,-1080.913386,-1016.955319,-256.8987048,-285.9815741,-387.7716498,-722.224636,-872.4861768,-1114.843387,-1395.977869,-1143.926296,-358.6887673,-639.8231869
"POST",35,-424.9249697,-436.2431105,-353.841604,-1163.314914,-1389.361406,-227.8158531,-315.0644478,-412.007325,-838.5561045,-1391.130635,-993.6647644,-1560.780785,-1134.23204,-198.7329352,-877.3332871
"POST",36,-377.180611,-373.2301953,-475.020249,-954.8876701,-1262.83882,-237.5101355,-353.8416393,-470.1730813,-867.6390312,-1381.43645,-1531.697876,-1444.44929,-1415.366504,-213.2744251,-494.4088359
