"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",5,-1.514671564,-1.734044552,-2.192094088,-5.234851837,-7.831173897,-0.687074244,-0.883381188,-4.187880993,-3.468089104,-3.664396048,-5.496593952,-6.347257614,-4.874955654,-0.16358912,-2.257529736
"POST",6,-1.514671564,-2.813732624,-2.486554384,-5.267569542,-7.379995346,-0.687074244,-0.883381188,-4.122445583,-2.617425919,-4.155163288,-5.660182953,-6.641717911,-5.07126236,-0.425331682,-1.96306932
"POST",7,-1.079606295,-2.551990271,-1.995787144,-4.744084358,-7.363882065,-0.458049506,-0.785227776,-4.973108768,-3.239064455,-4.253316879,-5.627465248,-6.2491045,-6.347257614,-0.32717824,-1.734044552
"POST",8,-1.063492775,-2.519272327,-1.864915967,-4.449624062,-6.977157116,-0.49076733,-1.570455551,-4.874955654,-3.468089104,-3.140911102,-5.856490135,-6.445411205,-5.791054249,-0.65435648,-1.897633791
"POST",9,-1.095719814,-2.192094088,-1.930351615,-4.711366177,-7.686152458,-0.588920772,-0.621638596,-4.580495358,-4.122445583,-3.402653456,-5.921925545,-6.445411205,-6.314539909,-0.130871281,-3.893420935
"POST",10,-1.192400932,-1.96306932,-2.519272327,-4.416906357,-5.607507229,-0.65435648,-0.65435648,-3.566242456,-3.795267582,-3.926138639,-4.547777176,-6.609000206,-4.907673359,-0.556203008,-2.192094088
"POST",11,-1.369649768,-1.505019784,-2.453836679,-3.566242456,-6.848248959,-0.65435648,-0.98153466,-4.580495358,-4.220599174,-3.239064455,-5.921925545,-6.707153797,-3.991574287,-0.32717824,-3.5989604
"POST",12,-1.369649768,-2.257529736,-2.224812031,-3.20634675,-7.58947134,-0.556203008,-0.916099012,-4.449624062,-4.907673359,-3.926138639,-5.856490135,-6.674435616,-6.510846615,-0.261742562,-2.453836679
"POST",13,-1.176287413,-2.879168272,-2.421118736,-4.973108768,-6.816021919,-0.556203008,-0.883381188,-4.678648472,-4.155163288,-3.468089104,-5.169415951,-6.379975319,-4.449624062,-0.229024753,-3.697113752
"POST",14,-1.28908217,-2.224812031,-2.421118736,-3.500806808,-7.815060616,-0.49076733,-0.719792068,-4.220599174,-3.108193159,-3.958856583,-5.758336544,-6.674435616,-5.791054249,-0.359896034,-1.864915967
